urls,status_code
 https://www.desss.com/customer-relationship-management-solution-providing-consulting-advisory-company-firm.html ,NOT OK: HTTP response code 403
 https://www.desss.com/infrastructure-managed-services-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/mobility-consulting-solution-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/security-governance-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/portal-content-management-solution-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/master-data-management-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/process-advisory-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/upgrades-migrations-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/planning-forecasting-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/enterprise-performance-management-epm-Integration-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/database-administration-dba-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/python-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/spotfire-data-visualization-and-analytics-software-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/qlikView-qliksense-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/tableau-business-Intelligence-and-analytics-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/boomi-master-data-management-solution-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/sugar-crm-solutions-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/zoho-crm-solutions-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/salesforce-crm-solutions-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/netsuite-crm-solutions-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/oracle-atg-web-commerce-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/hybris-ecommerce-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/software-testing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/mobile-application-app-testing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/Web-application-testing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/desktop-applicaiton-app-testing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/functional-testing-consulting-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/integration-testing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/load-testing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/performence-testing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/regression-testing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/stress-testing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/jd-edwards-enterpriseone-erp-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/Oracle-ebusiness-suite-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/sap-business-bydesign-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/sap-business-one-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/epicor-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/infor-erp-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/qad-erp-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/global-shop-erp-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/sage-erp-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/concur-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/adp-payroll-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/infinityqs-statistical-process-Control-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/odata-protocal-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/workday-finance-hrm-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/rackspace-manage-dedicated-cloud-computing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/amazon-web-services-aws-cloud-computing-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/microsoft-azure-cloud-computing-platform-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/oracle-cloud-enterprise-cloud-computing-saas-paas-laas-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/bullhorn-api-web-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/microsoft-power-business-intelligence-bi-analytics-Solutions-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/bv-commerce-asp-net-shopping-cart-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/volusion-ecommerce-software-shopping-cart-solutions-consulting-advisory-company.html ,NOT OK: HTTP response code 403
 https://www.desss.com/dotnetnuke-dnn-content-management-system-cms-consulting-advisory-company.html ,NOT OK: HTTP response code 403
